Course Title	Rating	Level	Schedule	What you will learn	Skill gain	Modules	Instructor	Offered By	Keyword	Course Url	Duration to complete (Approx.)	Number of Review
Solar Energy and Electrical System Design	4.7	Intermediate level	Flexible schedule	Analyze advantages and disadvantages of various PV systemsEvaluate PV system requirements    Identify key PV design considerations and planning tools	PV system sizing, Electrical Design, PV system design, Mechanical Design, PV systems	PV Design Basics, PV Design Considerations, Electrical System Design, Recommendation Options, System Design Project: Theory to Practice	Gay E Canough	University at Buffalo	Physical Science and Engineering	https://www.coursera.org/learn/solar-energy-and-electrical-system-design	16.0	647
Solar Energy Systems Overview	4.7	Beginner level	Flexible schedule	Differentiate the value of solar energy versus alternativesExplain how PV works in technical and economic terms, and identify its components  Estimate solar system costs 	PV system operation, Clean energy, Solar economics, Photovoltaics (PV)	Acknowledgement, Solar Power, The Nature of PV, Solar Power ROI, PV System Analysis Project: Theory to Practice	Gay E Canough	University at Buffalo	Physical Science and Engineering	https://www.coursera.org/learn/solar-energy-systems	9.0	761
Image Segmentation, Filtering, and Region Analysis	4.8	Beginner level	Flexible schedule	Use segmentation to detect and analyze regions of interest in images & videoApply spatial filters and morphological operators to improve segmentation & remove noiseSegment & analyze 3D images, such as MRI images of a brainUse interactive tools to quickly test a variety of segmentation approaches & automatically generate code for reuse	Image Processing, Image Segmentation, region analysis, image filtering	Spatial Filtering and Edge Detection, Improving Segmentation, Advanced Segmentation Approaches, Calculating Region Properties	Sam Jones, Isaac Bruss, Amanda  Wang, Matt Rich, Megan Thompson, Brandon Armstrong	MathWorks	Physical Science and Engineering	https://www.coursera.org/learn/image-segmentation	10.0	29
Seismology to Earthquake Engineering	4.0	Intermediate level	Flexible schedule	How seismic waves propagateHow earthquakes are generatedHow structures withstand seismic shaking	Not specified	Introduction, Week 1 -  Seismicity and faults, Week 2 - Seismic waves and ground motion, Week 3 - Seismic response of soil and structures\t\t\t\t\t\t\t, Week 4 - Complex structures and non linearities\t\t\t\t\t\t\t, Week 5 - Seismic risk\t\t\t\t\t\t\t	Benjamin RICHARD, Cédric Giry, Jean François Semblat	École Polytechnique	Physical Science and Engineering	https://www.coursera.org/learn/seismology-to-earthquakes	14.0	25
Water: an essential resource	4.7	Beginner level	Flexible schedule	The challenge of protection from chemical and microbiological hazard	Not specified	The anthropic water cycle, Water treatments, Big data and advanced computing	Manuela Antonelli	Politecnico di Milano	Physical Science and Engineering	https://www.coursera.org/learn/water-an-essential-resource	3.0	18
Magnetics for Power Electronic Converters	4.8	Intermediate level	Flexible schedule	Understand the fundamentals of magnetic components, including inductors and transformersAnalyze and model losses in magnetic components, and understand design trade-offs Design and optimize inductors and transformers for switched-mode power converters	Understand the fundamentals of magnetic components including inductors and transformers, Design and optimize inductors and transformers for switched-mode power converters, Analyze and model losses in magnetic components	Basic Magnetics, AC Copper Losses, Inductor Design, Transformer Design	Dr. Robert Erickson	University of Colorado Boulder	Physical Science and Engineering	https://www.coursera.org/learn/magnetics-for-power-electronic-converters-v2	17.0	120
Pressure, Force, Motion, and Humidity Sensors 	4.7	Intermediate level	Flexible schedule	Choose the right pressure, force, strain, position, motion, acceleration, occupancy, and humidity sensor for an application.  Design these sensors into an embedded circuit.  	PSoc Programming, Analog hardware, Sensor architecture, Circuit Design, Pressure and force sensors	Pressure Sensors, Force and Strain Sensors and Touch Screens, Position, Acceleration and Velocity Sensors, Motion, Distance and Humidity Sensors, Course Projects	James Zweighaft, Jay Mendelson	University of Colorado Boulder	Physical Science and Engineering	https://www.coursera.org/learn/pressure-force-motion-humidity-sensors	23.0	224
Semiconductor Characterization Specialization	0.0	Intermediate level	Flexible schedule	Students will identify characteristics of complementary metal-oxide semiconductor (CMOS) materials and devices.Students will distinguish among different types of semiconductor characterization.Students will apply their understanding of different measurement techniques to real-world situations.	Semiconductor Device, Complementary Metal Oxide Semiconductor (CMOS), Semiconductors, Semiconductor Characterization Techniques, Semiconductor Materials, Semiconductor Device Physics	Fundamentals of Semiconductor Characterization, Electrical Characterization: Diodes, Electrical Characterization: MOSFETs, Electron and Ion Beam Characterization, Optical and X-Ray Characterization	Craig Smith, Trevor Thornton	Arizona State University	Physical Science and Engineering	https://www.coursera.org/specializations/semiconductor-characterization	40.0	0
Batteries and Electric Vehicles	4.5	Beginner level	Flexible schedule	 Participants learn aspects of battery performance in zero emission vehicles, EV charger networks, and standards & regulatory requirements. 	battery management systems, battery charging, Electric Vehicles, battery types	Course Introduction, Module 1: Batteries in Various Application Modes, Module 2: Performance and Reliability of EV Batteries, Range Anxiety, Module 3: Futuristic EV Batteries , Module 4: Second Life and Recycling of EV Batteries 	Arunachala Nadar Mada Kannan	Arizona State University	Physical Science and Engineering	https://www.coursera.org/learn/batteries-and-electric-vehicles	8.0	23
Introduction to Computer Vision	4.5	Intermediate level	Flexible schedule	Use common algorithms for feature detection, extraction, & matching Perform image registration by identifying control points & estimating geometric transformationsComplete a final project where you stitch together images from NASA’s Mars Curiosity RoverCombine images with image stitching to create panorama images	Image Processing, Computer Vision, Image Stitching, Image Registration, Matlab	Introduction to Features, Working With Features, Image Registration, Image Stitching	Isaac Bruss, Amanda  Wang, Matt Rich, Megan Thompson, Brandon Armstrong	MathWorks	Physical Science and Engineering	https://www.coursera.org/learn/intro-computer-vision	8.0	37
Major Engineering Project Performance	4.7	Intermediate level	Flexible schedule	  Understand the key phases of a project life cycle  Discriminate between projects, programmes and portfolios and identify the key characteristics of major projects  Define forms of bias and strategic misinterpretation and ways of mitigating against them  Analyse the cost and time performance indicators of major projects	Project Management	Major engineering project performance, Programmes, portfolios and transaction costs, Time and cost in major projects, Project management success vs project success, Project	Dr Giorgio Locatelli	University of Leeds	Physical Science and Engineering	https://www.coursera.org/learn/major-engineering-project-performance	19.0	886
Understanding Modern Physics II: Quantum Mechanics and Atoms	4.6	Beginner level	Flexible schedule	Introduction to quantum mechanics, atomic physics and quantum information	Not specified	Quantum Mechanics: Waves, Particles and Measurements, Quantum Mechanics: Schrodinger Equation, Atoms, Quantum Information	Yi Wang	The Hong Kong University of Science and Technology	Physical Science and Engineering	https://www.coursera.org/learn/understanding-modern-physics-2-quantum-mechanics-and-atoms	10.0	40
Digitalisation in the Aerospace Industry	4.6	Intermediate level	Flexible schedule	You will comprehend the ways in which industry and research interact. You will recognise the special requirements resulting from digitalisation in production and industrial manufacturing.   At the end of this course you will be familiar with the most relevant digital applications in aerospace research.You will be able to discuss examples of the utilisation of these technologies.      	Not specified	Digitalisation and the Future of the Aerospace Industry, Digitalisation in Production, Human Factors 4.0: Requirements and challenges for humans, teams and organizations, Managing Maintenance, Repair and Overhaul for Civil Aircraft	Guenter W. Hein, Klaus Drechsler	Technical University of Munich (TUM)	Physical Science and Engineering	https://www.coursera.org/learn/industry	14.0	232
